season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
13,2,Princess_Bankshot,ELITE,QVE,-18,QVH,-22,-40,1,1,25,4945,62227,62228,
13,2,Gobson,ELITE,QVE,-17,QVH,-19,-36,2,2,21,4645,62261,62262,
13,2,Zanetti,ELITE,QVE,-12,QVH,-24,-36,2,2,21,28,62151,62152,
13,2,INDY,ELITE,QVE,-18,QVH,-17,-35,4,4,16,22,62243,62244,
13,2,bigja33,ELITE,QVE,-14,QVH,-20,-34,5,5,15,4305,62171,62172,
13,2,Chipnputt,PRO,QVE,-16,QVH,-18,-34,5,1,15,7172,62197,62198,
13,2,leanin2it,ELITE,QVE,-16,QVH,-18,-34,5,5,15,6950,62193,62194,
13,2,SerenityMoon,PRO,QVE,-15,QVH,-19,-34,5,1,15,244,62207,62208,
13,2,yankeedude1123,ELITE,QVE,-16,QVH,-16,-32,9,7,11,4927,62253,62254,
13,2,gomarino13,ELITE,QVE,-14,QVH,-17,-31,10,8,10,7171,62237,62238,
13,2,Spicy - DawnSophia,ELITE,QVE,-13,QVH,-18,-31,10,8,10,7165,62249,62250,
13,2,TrickyDicky,PRO,QVE,-14,QVH,-16,-30,12,3,9,59,62225,62226,
13,2,Chelle💯,SEMI,QVE,-17,QVH,-12,-29,13,1,9,7186,62267,62268,
13,2,Duckk,ELITE,QVE,-15,QVH,-14,-29,13,10,9,421,62191,62192,
13,2,Maximus,ELITE,QVE,-14,QVH,-15,-29,13,10,9,7177,62173,62174,
13,2,BadWolff🐺,PRO,QVE,-13,QVH,-13,-26,16,4,8,6947,62245,62246,
13,2,Captain,PRO,QVE,-11,QVH,-15,-26,16,4,8,57,62221,62222,
13,2,mammothrept,PRO,QVE,-11,QVH,-15,-26,16,4,8,5645,62259,62260,
13,2,deebee,PRO,QVE,-12,QVH,-13,-25,19,7,8,65,62211,62212,
13,2,El Jorge,ELITE,QVE,-12,QVH,-13,-25,19,12,8,24,62241,62242,
13,2,plucky✌,PRO,QVE,-14,QVH,-10,-24,21,8,7,1108,62251,62252,
13,2,Larryr,PRO,QVE,-9,QVH,-14,-23,22,9,7,7968,62247,62248,
13,2,Laurent🇧🇪,PRO,QVE,-13,QVH,-10,-23,22,9,7,4186,62153,62154,
13,2,The Real JB,PRO,QVE,-10,QVH,-13,-23,22,9,7,8708,62239,62240,
13,2,Ⲋⲧⲓⲥⲕⲩ,PRO,QVE,-11,QVH,-11,-22,25,12,6,8048,62195,62196,
13,2,roknhorsebrat,PRO,QVE,-9,QVH,-11,-20,26,13,6,6165,62223,62224,
13,2,Slabdaddy,SEMI,QVE,-14,QVH,-6,-20,26,2,6,7267,62265,62266,
13,2,awesome_kris,SEMI,QVE,-14,QVH,-5,-19,28,3,5,7207,62229,62230,
13,2,DMD-Enditnow,SEMI,QVE,-8,QVH,-11,-19,28,3,5,7175,62257,62258,
13,2,Metum,ELITE,QVE,-10,QVH,-9,-19,28,13,5,6625,62263,62264,
13,2,NuttyGrandpa,SEMI,QVE,-8,QVH,-10,-18,31,5,4,93,62199,62200,
13,2,PaulV-PPP 🇨🇦,PRO,QVE,-9,QVH,-9,-18,31,14,4,7183,62271,62272,
13,2,Shaggy960,SEMI,QVE,-13,QVH,-3,-16,33,6,4,9048,62209,62210,
13,2,Jennem,PRO,QVE,-14,QVH,0,-14,34,15,4,104,62205,62206,
13,2,StoneyMan69,SEMI,QVE,-8,QVH,-5,-13,35,7,3,7166,62213,62214,
13,2,DJTwigg,SEMI,QVE,-12,QVH,0,-12,36,8,3,7185,62203,62204,
13,2,Kd,AMA,QVE,-7,QVH,-5,-12,36,1,3,8188,62215,62216,
13,2,SlugJug33,SEMI,QVE,-6,QVH,-6,-12,36,8,3,8788,62231,62232,
13,2,ZoeDarlin,SEMI,QVE,-8,QVH,-4,-12,36,8,3,8448,62233,62234,
13,2,Nic79,SEMI,QVE,-5,QVH,-5,-10,40,11,2,7176,62255,62256,
13,2,WendyW(Wyndemere2020),AMA,QVE,-9,QVH,0,-9,41,2,2,7231,62235,62236,
13,2,Ultrafox_Lynne,AMA,QVE,-9,QVH,2,-7,42,3,2,7229,62201,62202,
13,2,KillERBee,AMA,QVE,-10,QVH,7,-3,43,4,1,7173,62155,62156,
13,2,Raccoons Whisker,SEMI,QVE,-3,QVH,0,-3,43,12,1,8268,62219,62220,
13,2,Audrey,AMA,QVE,-10,QVH,9,-1,45,5,1,8608,62217,62218,
13,2,Sj_76,AMA,QVE,-7,QVH,13,6,46,6,1,129,62269,62270,
