season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
6,2,El Jorge,ELITE,LBE,-26,LBH,-17,-43,1,1,25,24,48317,48320,
6,2,Gobson,ELITE,LBE,-21,LBH,-20,-41,2,2,21,4645,48357,48359,
6,2,Zanetti,ELITE,LBE,-22,LBH,-19,-41,2,2,21,28,48285,48289,
6,2,Princess_Bankshot,ELITE,LBE,-19,LBH,-19,-38,4,4,16,4945,48352,48355,
6,2,INDY,ELITE,LBE,-23,LBH,-14,-37,5,5,15,22,48316,48319,
6,2,Mully,ELITE,LBE,-19,LBH,-17,-36,6,6,14,88,48321,48324,
6,2,Slappy,PRO,LBE,-22,LBH,-14,-36,6,1,14,1705,48291,48294,
6,2,ZONK,AMA,LBE,-20,LBH,-16,-36,6,1,14,3826,48279,48280,
6,2,leanin2it,ELITE,LBE,-23,LBH,-12,-35,9,7,11,6950,48281,48282,
6,2,BadWolff🐺,PRO,LBE,-22,LBH,-10,-32,10,2,10,6947,48371,48374,
6,2,CRAZYHORSE,AMA,LBE,-22,LBH,-8,-30,11,2,9,7181,48387,48397,
6,2,Derby_Daz,ELITE,LBE,-20,LBH,-10,-30,11,8,9,54,48253,48254,
6,2,KCRob,PRO,LBE,-17,LBH,-13,-30,11,3,9,49,48311,48314,
6,2,Maximus,ELITE,LBE,-19,LBH,-11,-30,11,8,9,7177,48283,48287,
6,2,Sparebullet,AMA,LBE,-20,LBH,-10,-30,11,2,9,6912,48322,48325,
6,2,Chelle💯,SEMI,LBE,-17,LBH,-12,-29,16,1,9,7186,48390,48393,
6,2,deebee,PRO,LBE,-13,LBH,-16,-29,16,4,9,65,48333,48334,
6,2,sarahloo1971,PRO,LBE,-21,LBH,-8,-29,16,4,9,63,48327,48330,
6,2,DABIGWILLO,PRO,LBE,-21,LBH,-6,-27,19,6,8,3506,48284,48288,
6,2,gomarino13,ELITE,LBE,-19,LBH,-8,-27,19,10,8,7171,48383,48385,
6,2,bigja33,ELITE,LBE,-15,LBH,-11,-26,21,11,8,4305,48286,48290,
6,2,Neo Impossible,ELITE,LBE,-15,LBH,-11,-26,21,11,8,1205,48419,48420,
6,2,StevieWonderful,AMA,LBE,-15,LBH,-11,-26,21,4,8,7428,48351,48354,
6,2,TrickyDicky,PRO,LBE,-16,LBH,-10,-26,21,7,8,59,48338,48340,
6,2,yankeedude1123,ELITE,LBE,-21,LBH,-5,-26,21,11,8,4927,48275,48276,
6,2,GuyB22,SEMI,LBE,-19,LBH,-6,-25,26,2,7,4866,48358,48360,
6,2,PaulV-PPP 🇨🇦,PRO,LBE,-15,LBH,-10,-25,26,8,7,7183,48413,48414,
6,2,Slabdaddy,SEMI,LBE,-11,LBH,-14,-25,26,2,7,7267,48384,48386,
6,2,SQUEEZY_JIBBZ,PRO,LBE,-17,LBH,-8,-25,26,8,7,46,48415,48416,
6,2,Spicy - DawnSophia,ELITE,LBE,-17,LBH,-7,-24,30,14,6,7165,48372,48373,
6,2,lynniebodd,SEMI,LBE,-18,LBH,-5,-23,31,4,6,222,48328,48331,
6,2,Master_KP,PRO,LBE,-16,LBH,-6,-22,32,10,5,7169,48378,48382,
6,2,DOMEY,AMA,LBE,-14,LBH,-7,-21,33,5,5,164,48361,48365,
6,2,roknhorsebrat,PRO,LBE,-13,LBH,-8,-21,33,11,5,6165,48377,48381,
6,2,KnockoutG 🥊,PRO,LBE,-12,LBH,-8,-20,35,12,5,3237,48376,48380,
6,2,UroPa,AMA,LBE,-17,LBH,-3,-20,35,6,5,302,48277,48278,
6,2,Chipnputt,PRO,LBE,-13,LBH,-6,-19,37,13,5,7172,48271,48272,
6,2,Jennem,PRO,LBE,-14,LBH,-5,-19,37,13,5,104,48363,48367,
6,2,plucky✌,PRO,LBE,-11,LBH,-8,-19,37,13,5,1108,48315,48318,
6,2,RYANL503,AMA,LBE,-18,LBH,-1,-19,37,7,5,7174,48312,48313,
6,2,D3bb13,PRO,LBE,-18,LBH,0,-18,41,16,4,72,48417,48418,
6,2,stewiestewie,PRO,LBE,-7,LBH,-11,-18,41,16,4,36,48337,48339,
6,2,StoneyMan69,SEMI,LBE,-11,LBH,-7,-18,41,5,4,7166,48292,48295,
6,2,Awkward3Sauce,SEMI,LBE,-11,LBH,-6,-17,44,6,3,125,48323,48326,
6,2,ARTSY,SEMI,LBE,-10,LBH,-6,-16,45,7,3,7610,48353,48356,
6,2,Breeze,AMA,LBE,-15,LBH,-1,-16,45,8,3,7648,48293,48296,
6,2,GripRip,SEMI,LBE,-7,LBH,-7,-14,47,8,3,7328,48329,48332,
6,2,LLABB23_LISA,AMA,LBE,-6,LBH,-8,-14,47,9,3,7188,48391,48394,
6,2,mammothrept,PRO,LBE,-11,LBH,-1,-12,49,18,2,5645,48251,48252,
6,2,SHEZ_FROM_HW,AMA,LBE,-7,LBH,-5,-12,49,10,2,7628,48335,48336,
6,2,DMD-Enditnow,SEMI,LBE,-15,LBH,5,-10,51,9,2,7175,48411,48412,
6,2,PUTT_FOR_DOH,AMA,LBE,-5,LBH,-5,-10,51,11,2,7611,48364,48368,
6,2,SerenityMoon,PRO,LBE,-8,LBH,-1,-9,53,19,1,244,48362,48366,
