season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
10,3,INDY,ELITE,HHE,-21,HHH,-20,-41,1,1,25,22,55604,55606,
10,3,Blutes87,ELITE,HHE,-18,HHH,-16,-34,2,2,21,41,55543,55541,
10,3,bigja33,ELITE,HHE,-18,HHH,-14,-32,3,3,18,4305,55536,55533,
10,3,Zanetti,ELITE,HHE,-20,HHH,-12,-32,3,3,18,28,55471,55473,
10,3,Maximus,ELITE,HHE,-18,HHH,-12,-30,5,5,15,7177,55506,55510,
10,3,yankeedude1123,ELITE,HHE,-19,HHH,-11,-30,5,5,15,4927,55537,55539,
10,3,gomarino13,ELITE,HHE,-19,HHH,-10,-29,7,7,13,7171,55577,55580,
10,3,stewiestewie,PRO,HHE,-18,HHH,-11,-29,7,1,13,36,55608,55610,
10,3,YUK1N,ELITE,HHE,-17,HHH,-12,-29,7,7,13,31,55519,55521,
10,3,DontQuitWhenLosing,PRO,HHE,-14,HHH,-13,-27,10,2,10,6951,55535,55532,
10,3,Shooter_McGavin,ELITE,HHE,-18,HHH,-9,-27,10,9,10,8648,55570,55574,
10,3,deebee,PRO,HHE,-13,HHH,-12,-25,12,3,9,65,55505,55509,
10,3,DESERT_RAT,SEMI,HHE,-17,HHH,-8,-25,12,1,9,7180,55544,55542,
10,3,El Jorge,ELITE,HHE,-16,HHH,-9,-25,12,10,9,24,55603,55605,
10,3,Mully,ELITE,HHE,-18,HHH,-7,-25,12,10,9,88,55600,55596,
10,3,D3bb13,PRO,HHE,-18,HHH,-5,-23,16,4,9,72,55538,55540,
10,3,Larryr,PRO,HHE,-18,HHH,-5,-23,16,4,9,7968,55579,55582,
10,3,Gobson,ELITE,HHE,-15,HHH,-7,-22,18,12,8,4645,55564,55568,
10,3,Neo Impossible,ELITE,HHE,-17,HHH,-5,-22,18,12,8,1205,55602,55598,
10,3,Princess_Bankshot,ELITE,HHE,-18,HHH,-4,-22,18,12,8,4945,55609,55611,
10,3,Laurent🇧🇪,PRO,HHE,-19,HHH,-2,-21,21,6,8,4186,55472,55474,
10,3,awesome_kris,SEMI,HHE,-15,HHH,-5,-20,22,2,8,7207,55551,55554,
10,3,lynniebodd,SEMI,HHE,-11,HHH,-8,-19,23,3,7,222,55511,55515,
10,3,mammothrept,PRO,HHE,-15,HHH,-4,-19,23,7,7,5645,55504,55508,
10,3,sarahloo1971,PRO,HHE,-15,HHH,-4,-19,23,7,7,63,55512,55516,
