season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
13,4,5.0jim,ELITE,HHE,-21,HHH,-14,-35,1,1,25,9288,62499,62500,
13,4,leanin2it,ELITE,HHE,-19,HHH,-15,-34,2,2,21,6950,62497,62498,
13,4,Maximus,ELITE,HHE,-20,HHH,-13,-33,3,3,18,7177,62451,62452,
13,4,Zanetti,ELITE,HHE,-20,HHH,-12,-32,4,4,16,28,62457,62458,
13,4,Fakku_FR,PRO,HHE,-16,HHH,-13,-29,5,1,15,9268,62441,62442,
13,4,bigja33,ELITE,HHE,-17,HHH,-10,-27,6,5,14,4305,62453,62454,
13,4,TrickyDicky,PRO,HHE,-17,HHH,-10,-27,6,2,14,59,62529,62530,
13,4,roknhorsebrat,PRO,HHE,-13,HHH,-13,-26,8,3,12,6165,62505,62506,
13,4,Duckk,ELITE,HHE,-17,HHH,-8,-25,9,6,11,421,62543,62544,
13,4,The Real JB,PRO,HHE,-9,HHH,-15,-24,10,4,10,8708,62517,62518,
13,4,ZoeDarlin,SEMI,HHE,-13,HHH,-10,-23,11,1,9,8448,62489,62490,
13,4,El Jorge,ELITE,HHE,-15,HHH,-7,-22,12,7,9,24,62515,62516,
13,4,Neo Impossible,ELITE,HHE,-18,HHH,-4,-22,12,7,9,1205,62519,62520,
13,4,Chipnputt,PRO,HHE,-12,HHH,-9,-21,14,5,9,7172,62455,62456,
13,4,yankeedude1123,ELITE,HHE,-19,HHH,-2,-21,14,9,9,4927,62503,62504,
13,4,BadWolff🐺,PRO,HHE,-15,HHH,-5,-20,16,6,8,6947,62521,62522,
13,4,Laurent🇧🇪,PRO,HHE,-14,HHH,-6,-20,16,6,8,4186,62435,62436,
13,4,DJTwigg,SEMI,HHE,-13,HHH,-5,-18,18,2,8,7185,62459,62460,
13,4,Mully,ELITE,HHE,-14,HHH,-4,-18,18,10,8,88,62537,62538,
13,4,Princess_Bankshot,ELITE,HHE,-13,HHH,-5,-18,18,10,8,4945,62531,62532,
13,4,Jennem,PRO,HHE,-16,HHH,0,-16,21,8,7,104,62475,62476,
13,4,KnockoutG 🥊,PRO,HHE,-13,HHH,-3,-16,21,8,7,3237,62487,62488,
13,4,KCRob,PRO,HHE,-9,HHH,-6,-15,23,10,6,49,62541,62542,
13,4,D3bb13,PRO,HHE,-14,HHH,0,-14,24,11,6,72,62485,62486,
13,4,deebee,PRO,HHE,-13,HHH,-1,-14,24,11,6,65,62473,62474,
13,4,Nic79,SEMI,HHE,-9,HHH,-5,-14,24,3,6,7176,62507,62508,
13,4,SerenityMoon,PRO,HHE,-12,HHH,-2,-14,24,11,6,244,62481,62482,
13,4,Spicy - DawnSophia,ELITE,HHE,-10,HHH,-4,-14,24,12,6,7165,62501,62502,
13,4,mini_G,ELITE,HHE,-12,HHH,-1,-13,29,13,5,8549,62511,62512,
13,4,Chelle💯,SEMI,HHE,-17,HHH,5,-12,30,4,5,7186,62535,62536,
13,4,NuttyGrandpa,SEMI,HHE,-13,HHH,1,-12,30,4,5,93,62525,62526,
13,4,plucky✌,PRO,HHE,-11,HHH,-1,-12,30,14,5,1108,62509,62510,
13,4,Shaggy960,SEMI,HHE,-13,HHH,3,-10,33,6,4,9048,62471,62472,
13,4,SlugJug33,SEMI,HHE,-4,HHH,-5,-9,34,7,4,8788,62491,62492,
13,4,Earthling,SEMI,HHE,-10,HHH,2,-8,35,8,3,230,62539,62540,
13,4,indianchief,SEMI,HHE,-7,HHH,0,-7,36,9,3,120,62523,62524,
13,4,Ultrafox_Lynne,AMA,HHE,-9,HHH,4,-5,37,1,3,7229,62439,62440,
13,4,Sandtrap,AMA,HHE,-6,HHH,2,-4,38,2,3,7167,62527,62528,
13,4,KillERBee,AMA,HHE,-4,HHH,3,-1,39,3,2,7173,62437,62438,
13,4,Raccoons Whisker,SEMI,HHE,-9,HHH,9,0,40,10,2,8268,62483,62484,
13,4,Audrey,AMA,HHE,-4,HHH,5,1,41,4,2,8608,62479,62480,
13,4,Kd,AMA,HHE,-5,HHH,6,1,41,4,2,8188,62477,62478,
13,4,DMD-Enditnow,SEMI,HHE,-8,HHH,11,3,43,11,1,7175,62513,62514,
13,4,StoneyMan69,SEMI,HHE,0,HHH,3,3,43,11,1,7166,62493,62494,
13,4,Sj_76,AMA,HHE,-6,HHH,14,8,45,6,1,129,62533,62534,
13,4,WendyW(Wyndemere2020),AMA,HHE,3,HHH,5,8,45,6,1,7231,62495,62496,
