season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
14,4,leanin2it,ELITE,ILE,-23,ILH,-17,-40,1,1,25,6950,64373,64374,
14,4,INDY,ELITE,ILE,-22,ILH,-16,-38,2,2,21,22,64571,64572,
14,4,YUK1N,ELITE,ILE,-17,ILH,-20,-37,3,3,18,31,64513,64514,
14,4,Zanetti,ELITE,ILE,-21,ILH,-16,-37,3,3,18,28,64489,64490,
14,4,El Jorge,ELITE,ILE,-20,ILH,-16,-36,5,5,15,24,64569,64570,
14,4,yankeedude1123,ELITE,ILE,-18,ILH,-18,-36,5,5,15,4927,64533,64534,
14,4,gomarino13,ELITE,ILE,-19,ILH,-16,-35,7,7,13,7171,64557,64558,
14,4,TrickyDicky,PRO,ILE,-20,ILH,-15,-35,7,1,13,59,64486,64488,
14,4,Mully,ELITE,ILE,-19,ILH,-14,-33,9,8,11,88,64565,64566,
14,4,mini_G,ELITE,ILE,-18,ILH,-14,-32,10,9,10,8549,64559,64560,
14,4,bigja33,ELITE,ILE,-17,ILH,-13,-30,11,10,9,4305,64493,64494,
14,4,5.0jim,ELITE,ILE,-17,ILH,-12,-29,12,11,9,9288,64375,64376,
14,4,Laurent🇧🇪,PRO,ILE,-21,ILH,-8,-29,12,2,9,4186,64353,64354,
14,4,plucky✌,PRO,ILE,-20,ILH,-9,-29,12,2,9,1108,64563,64564,
14,4,Spicy - DawnSophia,ELITE,ILE,-16,ILH,-12,-28,15,12,8,7165,64613,64614,
14,4,Chipnputt,PRO,ILE,-19,ILH,-8,-27,16,4,8,7172,64413,64414,
14,4,Larryr,PRO,ILE,-14,ILH,-12,-26,17,5,8,7968,64621,64622,
14,4,Maximus,ELITE,ILE,-17,ILH,-9,-26,17,13,8,7177,64593,64594,
14,4,Alyssa38,SEMI,ILE,-15,ILH,-10,-25,19,1,7,7184,64435,64436,
14,4,Maxfrom-fr,NEW,ILE,-15,ILH,-10,-25,19,1,7,9289,64355,64356,
14,4,Princess_Bankshot,ELITE,ILE,-16,ILH,-9,-25,19,14,7,4945,64485,64487,
14,4,Jennem,PRO,ILE,-17,ILH,-7,-24,22,6,6,104,64495,64496,
14,4,The Real JB,PRO,ILE,-14,ILH,-9,-23,23,7,6,8708,64561,64562,
14,4,awesome_kris,SEMI,ILE,-17,ILH,-4,-21,24,2,6,7207,64625,64626,
14,4,BadWolff🐺,PRO,ILE,-10,ILH,-11,-21,24,8,6,6947,64575,64576,
14,4,deebee,PRO,ILE,-15,ILH,-6,-21,24,8,6,65,64473,64474,
14,4,Sj_76,AMA,ILE,-14,ILH,-7,-21,24,1,6,129,64617,64618,
14,4,Jesunet,AMA,ILE,-15,ILH,-5,-20,28,2,5,1548,64484,64483,
14,4,Neo Impossible,ELITE,ILE,-14,ILH,-5,-19,29,15,5,1205,64567,64568,
14,4,KillERBee,AMA,ILE,-12,ILH,-6,-18,30,3,4,7173,64393,64394,
14,4,Raccoons Whisker,SEMI,ILE,-16,ILH,-2,-18,30,3,4,8268,64455,64456,
14,4,SerenityMoon,PRO,ILE,-11,ILH,-7,-18,30,10,4,244,64623,64624,
14,4,Chelle💯,SEMI,ILE,-12,ILH,-5,-17,33,4,3,7186,64619,64620,
14,4,D3bb13,PRO,ILE,-10,ILH,-7,-17,33,11,3,72,64555,64556,
14,4,DMD-Enditnow,SEMI,ILE,-12,ILH,-5,-17,33,4,3,7175,64573,64574,
14,4,Shaggy960,SEMI,ILE,-13,ILH,-4,-17,33,4,3,9048,64477,64478,
14,4,PaulV-PPP 🇨🇦,PRO,ILE,-10,ILH,-6,-16,37,12,2,7183,64475,64476,
14,4,Kd,AMA,ILE,-14,ILH,-1,-15,38,4,2,8188,64453,64454,
14,4,NuttyGrandpa,SEMI,ILE,-16,ILH,1,-15,38,7,2,93,64480,64481,
14,4,Earthling,SEMI,ILE,-12,ILH,-2,-14,40,8,2,230,64615,64616,
14,4,lynniebodd,SEMI,ILE,-11,ILH,-2,-13,41,9,1,222,64433,64434,
14,4,Nic79,SEMI,ILE,-12,ILH,0,-12,42,10,1,7176,64553,64554,
14,4,Ultrafox_Lynne,AMA,ILE,-12,ILH,0,-12,42,5,1,7229,64479,64482,
14,4,roknhorsebrat,PRO,ILE,-9,ILH,-1,-10,44,13,1,6165,64491,64492,
