season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
9,4,Zanetti,ELITE,BBE,-30,BBH,-25,-55,1,1,25,28,53952,53955,
9,4,DABIGWILLO,PRO,BBE,-24,BBH,-23,-47,2,1,21,3506,53961,53962,
9,4,KCRob,PRO,BBE,-19,BBH,-28,-47,2,1,21,49,53973,53974,
9,4,INDY,ELITE,BBE,-23,BBH,-21,-44,4,2,16,22,54047,54048,
9,4,Princess_Bankshot,ELITE,BBE,-26,BBH,-17,-43,5,3,15,4945,53997,53998,
9,4,Gobson,ELITE,BBE,-26,BBH,-16,-42,6,4,14,4645,54011,54012,
9,4,gomarino13,ELITE,BBE,-23,BBH,-18,-41,7,5,13,7171,54041,54042,
9,4,Maximus,ELITE,BBE,-21,BBH,-20,-41,7,5,13,7177,53963,53964,
9,4,YUK1N,ELITE,BBE,-24,BBH,-17,-41,7,5,13,31,53975,53976,
9,4,bigja33,ELITE,BBE,-26,BBH,-12,-38,10,8,10,4305,53965,53966,
9,4,KnockoutG 🥊,PRO,BBE,-23,BBH,-14,-37,11,3,9,3237,54021,54022,
9,4,l7jazz,PRO,BBE,-21,BBH,-15,-36,12,4,9,7908,53999,54000,
9,4,Chipnputt,PRO,BBE,-17,BBH,-18,-35,13,5,9,7172,54017,54018,
9,4,DMD-Enditnow,SEMI,BBE,-23,BBH,-12,-35,13,1,9,7175,54033,54034,
9,4,DontQuitWhenLosing,PRO,BBE,-20,BBH,-14,-34,15,6,9,6951,54013,54014,
9,4,Larryr,PRO,BBE,-24,BBH,-10,-34,15,6,9,7968,54045,54046,
9,4,sarahloo1971,PRO,BBE,-19,BBH,-15,-34,15,6,9,63,53967,53968,
9,4,TrickyDicky,PRO,BBE,-21,BBH,-13,-34,15,6,9,59,53995,53996,
9,4,Jennem,PRO,BBE,-21,BBH,-12,-33,19,10,8,104,54009,54010,
9,4,Slappy,PRO,BBE,-22,BBH,-11,-33,19,10,8,1705,53989,53990,
9,4,Alyssa38,SEMI,BBE,-17,BBH,-15,-32,21,2,7,7184,53971,53972,
9,4,mammothrept,PRO,BBE,-19,BBH,-13,-32,21,12,7,5645,53951,53954,
9,4,El Jorge,ELITE,BBE,-23,BBH,-8,-31,23,9,7,24,54049,54050,
9,4,Neo Impossible,ELITE,BBE,-16,BBH,-15,-31,23,9,7,1205,54055,54056,
9,4,Shooter_McGavin,ELITE,BBE,-12,BBH,-19,-31,23,9,7,8648,53991,53992,
9,4,stewiestewie,PRO,BBE,-25,BBH,-5,-30,26,13,6,36,54001,54002,
9,4,deebee,PRO,BBE,-14,BBH,-15,-29,27,14,6,65,53985,53986,
9,4,peach🌻,PRO,BBE,-17,BBH,-12,-29,27,14,6,77,53969,53970,
9,4,awesome_kris,SEMI,BBE,-17,BBH,-11,-28,29,3,6,7207,54005,54006,
9,4,Laurent🇧🇪,PRO,BBE,-16,BBH,-11,-27,30,16,5,4186,53953,53956,
9,4,D3bb13,PRO,BBE,-15,BBH,-10,-25,31,17,5,72,54031,54032,
9,4,StoneyMan69,SEMI,BBE,-15,BBH,-10,-25,31,4,5,7166,53957,53959,
9,4,plucky✌,PRO,BBE,-21,BBH,-2,-23,33,18,5,1108,54003,54004,
9,4,Slabdaddy,SEMI,BBE,-18,BBH,-5,-23,33,5,5,7267,54043,54044,
9,4,Ⲋⲧⲓⲥⲕⲩ,PRO,BBE,-16,BBH,-6,-22,35,19,4,8048,53987,53988,
9,4,roknhorsebrat,PRO,BBE,-18,BBH,-3,-21,36,20,4,6165,54027,54028,
9,4,Savy,AMA,BBE,-16,BBH,-4,-20,37,1,4,6970,54051,54052,
9,4,indianchief,SEMI,BBE,-13,BBH,-6,-19,38,6,4,120,54029,54030,
9,4,WickedShack🇩🇪,PRO,BBE,-13,BBH,-6,-19,38,21,4,102,53958,53960,
9,4,NuttyGrandpa,SEMI,BBE,-21,BBH,3,-18,40,7,3,93,54015,54016,
9,4,Sandtrap,AMA,BBE,-14,BBH,-4,-18,40,2,3,7167,53981,53982,
9,4,musical_atv 🎻,SEMI,BBE,-7,BBH,-10,-17,42,8,3,8148,54035,54036,
9,4,GripRip,SEMI,BBE,-16,BBH,0,-16,43,9,3,7328,53979,53980,
9,4,Kd,AMA,BBE,-9,BBH,-5,-14,44,3,2,8188,53977,53978,
9,4,DBCQ,AMA,BBE,-12,BBH,0,-12,45,4,2,7928,54025,54026,
9,4,WendyW(Wyndemere2020),AMA,BBE,-8,BBH,-1,-9,46,5,2,7231,54039,54040,
9,4,SerenityMoon,PRO,BBE,-10,BBH,2,-8,47,22,2,244,54007,54008,
9,4,ZoeDarlin,SEMI,BBE,-14,BBH,7,-7,48,10,2,8448,54023,54024,
9,4,Sj_76,AMA,BBE,-3,BBH,-2,-5,49,6,1,129,53983,53984,
9,4,TommyGunnzFund,AMA,BBE,-5,BBH,8,3,50,7,1,8488,54058,54057,
9,4,KillERBee,AMA,BBE,-9,BBH,14,5,51,8,1,7173,54019,54020,
9,4,Earthling,SEMI,BBE,-5,BBH,13,8,52,11,1,230,54053,54054,
9,4,Bearded_Driver,AMA,BBE,5,BBH,18,23,53,9,1,8428,54037,54038,
