season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
7,2,Derby_Daz,ELITE,8BE,-19,8BH,-21,-40,1,1,25,54,50047,50049,
7,2,Zanetti,ELITE,8BE,-22,8BH,-18,-40,1,1,25,28,50031,50034,
7,2,Duckk,ELITE,8BE,-19,8BH,-17,-36,3,3,18,421,50133,50134,
7,2,leanin2it,ELITE,8BE,-16,8BH,-19,-35,4,4,16,6950,50119,50120,
7,2,INDY,ELITE,8BE,-19,8BH,-15,-34,5,5,15,22,50018,50022,
7,2,Princess_Bankshot,ELITE,8BE,-16,8BH,-18,-34,5,5,15,4945,50017,50021,
7,2,sarahloo1971,PRO,8BE,-18,8BH,-15,-33,7,1,13,63,50044,50038,
7,2,KnockoutG 🥊,PRO,8BE,-18,8BH,-14,-32,8,2,12,3237,50121,50122,
7,2,SQUEEZY_JIBBZ,PRO,8BE,-14,8BH,-18,-32,8,2,12,46,50140,50139,
7,2,yankeedude1123,ELITE,8BE,-15,8BH,-17,-32,8,7,12,4927,50026,50028,
7,2,TrickyDicky,PRO,8BE,-18,8BH,-13,-31,11,4,9,59,50129,50130,
7,2,Maximus,ELITE,8BE,-16,8BH,-14,-30,12,8,9,7177,50030,50033,
7,2,Neo Impossible,ELITE,8BE,-17,8BH,-13,-30,12,8,9,1205,50055,50056,
7,2,YUK1N,ELITE,8BE,-20,8BH,-10,-30,12,8,9,31,50111,50112,
7,2,Chicagobry,AMA,8BE,-15,8BH,-12,-27,15,1,9,7125,50081,50082,
7,2,El Jorge,ELITE,8BE,-11,8BH,-15,-26,16,11,9,24,50019,50024,
7,2,onesilygrl,AMA,8BE,-14,8BH,-12,-26,16,2,9,7145,50087,50088,
7,2,Slappy,PRO,8BE,-12,8BH,-14,-26,16,5,9,1705,50048,50050,
7,2,DABIGWILLO,PRO,8BE,-11,8BH,-14,-25,19,6,8,3506,50029,50032,
7,2,roknhorsebrat,PRO,8BE,-17,8BH,-8,-25,19,6,8,6165,50123,50124,
7,2,Savy,AMA,8BE,-17,8BH,-8,-25,19,3,8,6970,50057,50058,
7,2,Captain,PRO,8BE,-18,8BH,-6,-24,22,8,8,57,50107,50108,
7,2,Gobson,ELITE,8BE,-15,8BH,-9,-24,22,12,8,4645,50109,50110,
7,2,Awkward3Sauce,SEMI,8BE,-16,8BH,-7,-23,24,1,7,125,50069,50070,
7,2,Spicy - DawnSophia,ELITE,8BE,-16,8BH,-7,-23,24,13,7,7165,50051,50053,
7,2,ARTSY,SEMI,8BE,-13,8BH,-9,-22,26,2,7,7610,50117,50118,
7,2,olle,AMA,8BE,-13,8BH,-9,-22,26,4,7,3745,50013,50016,
7,2,D3bb13,PRO,8BE,-13,8BH,-8,-21,28,9,7,72,50131,50132,
7,2,Dandnt65,AMA,8BE,-12,8BH,-9,-21,28,5,7,362,50046,50040,
7,2,plucky✌,PRO,8BE,-14,8BH,-7,-21,28,9,7,1108,50075,50076,
7,2,freitag68,AMA,8BE,-10,8BH,-9,-19,31,6,6,2505,50041,50035,
7,2,Jennem,PRO,8BE,-11,8BH,-8,-19,31,11,6,104,50091,50092,
7,2,Browner,PRO,8BE,-14,8BH,-4,-18,33,12,6,42,50020,50023,
7,2,KCRob,PRO,8BE,-12,8BH,-6,-18,33,12,6,49,50025,50027,
7,2,GuyB22,SEMI,8BE,-16,8BH,-1,-17,35,3,5,4866,50012,50011,
7,2,Chipnputt,PRO,8BE,-11,8BH,-5,-16,36,14,5,7172,50105,50106,
7,2,l7jazz,PRO,8BE,-13,8BH,-3,-16,36,14,5,7908,50014,50015,
7,2,deebee,PRO,8BE,-13,8BH,-2,-15,38,16,5,65,50079,50080,
7,2,DOMEY,AMA,8BE,-9,8BH,-5,-14,39,7,5,164,50097,50098,
7,2,Mully,ELITE,8BE,-16,8BH,3,-13,40,14,5,88,50067,50068,
7,2,PaulV-PPP 🇨🇦,PRO,8BE,-4,8BH,-9,-13,40,17,5,7183,50052,50054,
7,2,awesome_kris,SEMI,8BE,-7,8BH,-5,-12,42,4,4,7207,50089,50090,
7,2,DMD-Enditnow,SEMI,8BE,-9,8BH,-2,-11,43,5,4,7175,50077,50078,
7,2,DJTwigg,SEMI,8BE,-10,8BH,0,-10,44,6,4,7185,50135,50136,
7,2,Master_KP,PRO,8BE,-11,8BH,1,-10,44,18,4,7169,50125,50126,
7,2,Alisha0068,AMA,8BE,-4,8BH,-5,-9,46,8,4,7569,50085,50086,
7,2,LLABB23_LISA,AMA,8BE,-11,8BH,2,-9,46,8,4,7188,50061,50062,
7,2,WickedShack🇩🇪,PRO,8BE,-13,8BH,4,-9,46,19,4,102,50071,50072,
7,2,GripRip,SEMI,8BE,-3,8BH,-5,-8,49,7,3,7328,50042,50036,
7,2,RUBBERDUCK,AMA,8BE,-5,8BH,-3,-8,49,10,3,7182,50073,50074,
7,2,SerenityMoon,PRO,8BE,-4,8BH,-3,-7,51,20,3,244,50095,50096,
7,2,lynniebodd,SEMI,8BE,-9,8BH,4,-5,52,8,3,222,50045,50039,
7,2,Alyssa38,SEMI,8BE,-9,8BH,5,-4,53,9,2,7184,50043,50037,
7,2,Sj_76,AMA,8BE,-5,8BH,1,-4,53,11,2,129,50063,50064,
7,2,KIM,AMA,8BE,-3,8BH,0,-3,55,12,2,7728,50113,50114,
7,2,callmemike,AMA,8BE,-2,8BH,0,-2,56,13,2,7307,50083,50084,
7,2,NuttyGrandpa,SEMI,8BE,-12,8BH,10,-2,56,10,2,93,50103,50104,
7,2,Jaynice,AMA,8BE,-1,8BH,1,0,58,14,2,7868,50065,50066,
7,2,Missi,AMA,8BE,-6,8BH,6,0,58,14,2,322,50115,50116,
7,2,SHEZ_FROM_HW,AMA,8BE,-4,8BH,5,1,60,16,1,7628,50137,50138,
7,2,StoneyMan69,SEMI,8BE,-1,8BH,5,4,61,11,1,7166,50093,50094,
7,2,DBCQ,AMA,8BE,-3,8BH,10,7,62,17,1,7928,50127,50128,
7,2,SKEETER78,AMA,8BE,1,8BH,6,7,62,17,1,7554,50099,50100,
7,2,KillERBee,AMA,8BE,0,8BH,8,8,64,19,1,7173,50101,50102,
7,2,CHERIE_ROSE,AMA,8BE,-3,8BH,19,16,65,20,1,7189,50059,50060,
