season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
6,9,yankeedude1123,ELITE,QVE,-19,QVH,-22,-41,1,1,25,4927,49391,49397,
6,9,DABIGWILLO,PRO,QVE,-17,QVH,-21,-38,2,1,21,3506,49371,49375,
6,9,Zanetti,ELITE,QVE,-16,QVH,-21,-37,3,2,18,28,49389,49395,
6,9,El Jorge,ELITE,QVE,-18,QVH,-18,-36,4,3,16,24,49438,49439,
6,9,INDY,ELITE,QVE,-16,QVH,-20,-36,4,3,16,22,49470,49471,
6,9,leanin2it,ELITE,QVE,-18,QVH,-18,-36,4,3,16,6950,49417,49418,
6,9,Mully,ELITE,QVE,-17,QVH,-19,-36,4,3,16,88,49356,49359,
6,9,stewiestewie,PRO,QVE,-19,QVH,-17,-36,4,2,16,36,49401,49402,
6,9,bigja33,ELITE,QVE,-17,QVH,-16,-33,9,7,11,4305,49372,49376,
6,9,Maximus,ELITE,QVE,-17,QVH,-16,-33,9,7,11,7177,49369,49373,
6,9,YUK1N,ELITE,QVE,-15,QVH,-18,-33,9,7,11,31,49370,49374,
6,9,ZONK,AMA,QVE,-16,QVH,-17,-33,9,1,11,3826,49474,49475,
6,9,Princess_Bankshot,ELITE,QVE,-18,QVH,-14,-32,13,10,9,4945,49440,49441,
6,9,Slabdaddy,SEMI,QVE,-15,QVH,-17,-32,13,1,9,7267,49448,49449,
6,9,Derby_Daz,ELITE,QVE,-17,QVH,-14,-31,15,11,9,54,49351,49353,
6,9,MrDachshund81,SEMI,QVE,-16,QVH,-14,-30,16,2,9,5425,49425,49426,
6,9,PaulV-PPP 🇨🇦,PRO,QVE,-18,QVH,-12,-30,16,3,9,7183,49368,49365,
6,9,SerenityMoon,PRO,QVE,-17,QVH,-12,-29,18,4,9,244,49405,49406,
6,9,TrickyDicky,PRO,QVE,-12,QVH,-17,-29,18,4,9,59,49415,49416,
6,9,KCRob,PRO,QVE,-15,QVH,-13,-28,20,6,8,49,49423,49424,
6,9,Neo Impossible,ELITE,QVE,-14,QVH,-14,-28,20,12,8,1205,49478,49479,
6,9,Spicy - DawnSophia,ELITE,QVE,-14,QVH,-13,-27,22,13,8,7165,49452,49453,
6,9,gomarino13,ELITE,QVE,-9,QVH,-16,-25,23,14,8,7171,49450,49451,
6,9,GuyB22,SEMI,QVE,-12,QVH,-13,-25,23,3,8,4866,49413,49414,
6,9,Slappy,PRO,QVE,-13,QVH,-12,-25,23,7,8,1705,49390,49396,
6,9,SQUEEZY_JIBBZ,PRO,QVE,-13,QVH,-12,-25,23,7,8,46,49480,49481,
6,9,StevieWonderful,AMA,QVE,-14,QVH,-11,-25,23,2,8,7428,49446,49447,
6,9,Gobson,ELITE,QVE,-16,QVH,-8,-24,28,15,7,4645,49421,49422,
6,9,Chipnputt,PRO,QVE,-14,QVH,-9,-23,29,9,7,7172,49434,49435,
6,9,DMD-Enditnow,SEMI,QVE,-12,QVH,-10,-22,30,4,7,7175,49476,49477,
6,9,DOMEY,AMA,QVE,-11,QVH,-11,-22,30,3,7,164,49419,49420,
6,9,StrokeLimitReached,SEMI,QVE,-13,QVH,-9,-22,30,4,7,47,49484,49485,
6,9,crispynut,AMA,QVE,-13,QVH,-8,-21,33,4,6,7808,49355,49358,
6,9,lynniebodd,SEMI,QVE,-14,QVH,-7,-21,33,6,6,222,49381,49385,
6,9,PUTT_FOR_DOH,AMA,QVE,-14,QVH,-7,-21,33,4,6,7611,49442,49443,
6,9,roknhorsebrat,PRO,QVE,-15,QVH,-6,-21,33,10,6,6165,49393,49399,
6,9,WickedShack🇩🇪,PRO,QVE,-7,QVH,-14,-21,33,10,6,102,49427,49428,
6,9,D3bb13,PRO,QVE,-12,QVH,-8,-20,38,12,5,72,49444,49445,
6,9,mammothrept,PRO,QVE,-9,QVH,-11,-20,38,12,5,5645,49361,49362,
6,9,UroPa,AMA,QVE,-10,QVH,-10,-20,38,6,5,302,49472,49473,
6,9,Chicagobry,AMA,QVE,-13,QVH,-6,-19,41,7,5,7125,49366,49363,
6,9,olle,AMA,QVE,-15,QVH,-4,-19,41,7,5,3745,49352,49354,
