season,week,player,historicalRank,easyCode,easyScore,hardCode,hardScore,total,placement,divisionPlacement,points,sourcePlayerId,easyRoundId,hardRoundId,discordId
7,11,El Jorge,ELITE,ZZE,-27,ZZH,-16,-43,1,1,25,24,51543,51544,
7,11,Gobson,ELITE,ZZE,-27,ZZH,-16,-43,1,1,25,4645,51531,51532,
7,11,yankeedude1123,ELITE,ZZE,-25,ZZH,-16,-41,3,3,18,4927,51507,51508,
7,11,Derby_Daz,ELITE,ZZE,-24,ZZH,-16,-40,4,4,16,54,51505,51506,
7,11,INDY,ELITE,ZZE,-24,ZZH,-15,-39,5,5,15,22,51545,51546,
7,11,Princess_Bankshot,ELITE,ZZE,-21,ZZH,-18,-39,5,5,15,4945,51539,51540,
7,11,bigja33,ELITE,ZZE,-24,ZZH,-14,-38,7,7,13,4305,51455,51456,
7,11,Browner,PRO,ZZE,-20,ZZH,-18,-38,7,1,13,42,51541,51542,
7,11,Zanetti,ELITE,ZZE,-23,ZZH,-15,-38,7,7,13,28,51475,51476,
7,11,Captain,PRO,ZZE,-20,ZZH,-17,-37,10,2,10,57,51501,51502,
7,11,Maximus,ELITE,ZZE,-19,ZZH,-18,-37,10,9,10,7177,51461,51462,
7,11,Slappy,PRO,ZZE,-20,ZZH,-16,-36,12,3,9,1705,51477,51478,
7,11,leanin2it,ELITE,ZZE,-17,ZZH,-18,-35,13,10,9,6950,51557,51558,
7,11,sarahloo1971,PRO,ZZE,-17,ZZH,-18,-35,13,4,9,63,51465,51466,
7,11,YUK1N,ELITE,ZZE,-22,ZZH,-12,-34,15,11,9,31,51519,51520,
7,11,Ⲋⲧⲓⲥⲕⲩ,PRO,ZZE,-23,ZZH,-11,-34,15,5,9,8048,51511,51512,
7,11,KCRob,PRO,ZZE,-20,ZZH,-13,-33,17,6,9,49,51549,51550,
7,11,Larryr,PRO,ZZE,-20,ZZH,-12,-32,18,7,8,7968,51565,51566,
7,11,Neo Impossible,ELITE,ZZE,-17,ZZH,-15,-32,18,12,8,1205,51573,51574,
7,11,NuttyGrandpa,SEMI,ZZE,-21,ZZH,-11,-32,18,1,8,93,51527,51528,
7,11,TIGERHOODS,PRO,ZZE,-23,ZZH,-9,-32,18,7,8,60,51551,51552,
7,11,gomarino13,ELITE,ZZE,-17,ZZH,-14,-31,22,13,8,7171,51567,51568,
7,11,Duckk,ELITE,ZZE,-17,ZZH,-13,-30,23,14,8,421,51471,51472,
7,11,WickedShack🇩🇪,PRO,ZZE,-23,ZZH,-7,-30,23,9,8,102,51513,51514,
7,11,Laurent🇧🇪,PRO,ZZE,-19,ZZH,-10,-29,25,10,7,4186,51457,51458,
7,11,Chicagobry,AMA,ZZE,-20,ZZH,-8,-28,26,1,7,7125,51485,51486,
7,11,Mully,ELITE,ZZE,-21,ZZH,-7,-28,26,15,7,88,51503,51504,
7,11,D3bb13,PRO,ZZE,-15,ZZH,-12,-27,28,11,7,72,51499,51500,
7,11,Luke.warm.dog.water,AMA,ZZE,-23,ZZH,-4,-27,28,2,7,7969,51561,51562,
7,11,KnockoutG 🥊,PRO,ZZE,-19,ZZH,-7,-26,30,12,6,3237,51515,51516,
7,11,plucky✌,PRO,ZZE,-17,ZZH,-9,-26,30,12,6,1108,51529,51530,
7,11,stewiestewie,PRO,ZZE,-22,ZZH,-4,-26,30,12,6,36,51489,51490,
7,11,DMD-Enditnow,SEMI,ZZE,-14,ZZH,-11,-25,33,2,6,7175,51509,51510,
