logical_observation_key	period	period_id	division	division_id	historical_source_name	original_source_player_id	merge_target_source_id	historical_target_name	canonical_public_player_id	score_text	course_name	difficulty	resolution_status	decision_evidence
81|28|id:7988|Tourist Trap|easy	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-15	Tourist Trap	easy	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Tourist Trap|hard	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-3	Tourist Trap	hard	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Upside Town|easy	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-9	Upside Town	easy	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Upside Town|hard	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-3	Upside Town	hard	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Journey to the Center of the Earth|easy	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-9	Journey to the Center of the Earth	easy	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Center of the Earth|hard	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-5	Center of the Earth	hard	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Alfheim|easy	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-8	Alfheim	easy	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
81|28|id:7988|Alfheim|hard	2025 January	81	Amateur 3	28	Merged into 7231	7988	7231	WendyW(Wyndemere2020)	7befb54f-6eec-4c7c-9881-c75d1acfb8d8	-8	Alfheim	hard	REVIEWED_MAPPED	User-confirmed Monthlies merge: source ID 7988 Merged into source ID 7231; ID 7231 is WendyW(Wyndemere2020).
