logical_observation_key	period	period_id	division	division_id	source_player_id	historical_player_name	course_name	difficulty	old_state	old_score_text	old_source_row	old_source_fingerprint	new_state	new_score_text	fresh_source_row	fresh_raw_sha256	fresh_source_file	current_reproduction_score_text	current_reproduction_evidence	disposition	reason
221|22|id:8108|Atlantis|easy	2025 August	221	Elite	22	8108	PETERK9FLORIDA	Atlantis	easy	UNPLAYED		1881	20e471ccc673368ae6c4622ee677cb6c53fe46ce17439d8545af0b5e0293379f	PLAYED	-23	8281	0A0DE98769A00C98A8893FCC0CB2C0883CDE310ECA9F8D8DBDB3FD8EFE7C9DEE	full-public-score-recovery/raw/period-221-division-22.json	-26	full-public-score-recovery/conflict-review/reproduction.tsv	QUARANTINED_SOURCE_DRIFT_REVIEW	Old retained source is blank/unplayed; the 2026-09-07 full-crawl artifact reports -23 while three independent reproduction captures report -26. Admin determination remains unresolved.
