period_type,season_number,division,game_number,player_a_exact_name,player_b_exact_name,player_a_source_row,player_b_source_row,player_a_source_cells,player_b_source_cells,player_a_score_entry_text,player_b_score_entry_text,effective_text_color,user_entered_text_color,pairing_state,evidence_type,source_workbook,source_tab,source_tab_id,source_range,source_url,provenance
season,8,Division 1,2,WICKEDSHACK,CHIPNPUTT,5,6,O5:P5,O6:P6,Easy=-16; Hard=-17,Easy=-17; Hard=-18,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B5:Z5; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B5:Z5; B6:Z6
season,8,Division 1,3,WICKEDSHACK,WAREY84,5,7,U5:V5,U7:V7,Easy=-13; Hard=-11,Easy=-17; Hard=-8,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B5:Z5; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B5:Z5; B7:Z7
season,8,Division 1,1,CHIPNPUTT,WAREY84,6,7,I6:J6,I7:J7,Easy=-19; Hard=-16,Easy=-16; Hard=-10,"{""green"":1}","{""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B6:Z6; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B6:Z6; B7:Z7
season,8,Division 2,1,BIGJA,SHOOTER_MCGAVIN,11,12,I11:J11,I12:J12,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B11:Z11; B12:Z12,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B11:Z11; B12:Z12
season,8,Division 2,2,BIGJA,LAKE,11,14,O11:P11,O14:P14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B11:Z11; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B11:Z11; B14:Z14
season,8,Division 2,3,BIGJA,SLABDADDY,11,13,U11:V11,U13:V13,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B11:Z11; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B11:Z11; B13:Z13
season,8,Division 2,2,SHOOTER_MCGAVIN,SLABDADDY,12,13,O12:P12,O13:P13,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B12:Z12; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B12:Z12; B13:Z13
season,8,Division 2,3,SHOOTER_MCGAVIN,LAKE,12,14,U12:V12,U14:V14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B12:Z12; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B12:Z12; B14:Z14
season,8,Division 2,1,SLABDADDY,LAKE,13,14,I13:J13,I14:J14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B13:Z13; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B13:Z13; B14:Z14
season,8,Division 3,1,YODA5753,PRINCESS_BAKSHOT,18,19,I18:J18,I19:J19,Easy=-19; Hard=-16,Easy=-19; Hard=-15,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B18:Z18; B19:Z19,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B18:Z18; B19:Z19
season,8,Division 3,2,YODA5753,TRICKYDICKY,18,21,O18:P18,O21:P21,Easy=-16; Hard=-19,Easy=-20; Hard=-17,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B18:Z18; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B18:Z18; B21:Z21
season,8,Division 3,3,YODA5753,GUYB,18,20,U18:V18,U20:V20,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B18:Z18; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B18:Z18; B20:Z20
season,8,Division 3,2,PRINCESS_BAKSHOT,GUYB,19,20,O19:P19,O20:P20,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B19:Z19; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B19:Z19; B20:Z20
season,8,Division 3,3,PRINCESS_BAKSHOT,TRICKYDICKY,19,21,U19:V19,U21:V21,Easy=-21; Hard=-15,Easy=-21; Hard=-10,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B19:Z19; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B19:Z19; B21:Z21
season,8,Division 3,1,GUYB,TRICKYDICKY,20,21,I20:J20,I21:J21,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B20:Z20; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B20:Z20; B21:Z21
season,8,Division 4,1,ZOEDARLIN,SARAHLYNN727,25,26,I25:J25,I26:J26,Easy=-10; Hard=4,Easy=-16; Hard=-4,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B25:Z25; B26:Z26,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B25:Z25; B26:Z26
season,8,Division 4,2,ZOEDARLIN,BIRDMAN OF LONDON,25,28,O25:P25,O28:P28,Easy=-10; Hard=1,Easy=-14; Hard=-12,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B25:Z25; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B25:Z25; B28:Z28
season,8,Division 4,3,ZOEDARLIN,KD,25,27,U25:V25,U27:V27,Easy=-13; Hard=2,Easy=-16; Hard=-2,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B25:Z25; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B25:Z25; B27:Z27
season,8,Division 4,2,SARAHLYNN727,KD,26,27,O26:P26,O27:P27,Easy=-13; Hard=-7,Easy=-14; Hard=-17,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B26:Z26; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B26:Z26; B27:Z27
season,8,Division 4,3,SARAHLYNN727,BIRDMAN OF LONDON,26,28,U26:V26,U28:V28,Easy=-14; Hard=6,Easy=-17; Hard=-5,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B26:Z26; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B26:Z26; B28:Z28
season,8,Division 4,1,KD,BIRDMAN OF LONDON,27,28,I27:J27,I28:J28,Easy=-10; Hard=-4,Easy=-18; Hard=-4,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B27:Z27; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B27:Z27; B28:Z28
season,8,Division 7,1,RACCOONS_WHISKER,JAY,46,47,I46:J46,I47:J47,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B46:Z46; B47:Z47,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B46:Z46; B47:Z47
season,8,Division 7,2,RACCOONS_WHISKER,THEREALJB,46,49,O46:P46,O49:P49,Easy=-8; Hard=-6,Easy=-14; Hard=-8,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B46:Z46; B49:Z49,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B46:Z46; B49:Z49
season,8,Division 7,3,RACCOONS_WHISKER,GATORSFAN89,46,48,U46:V46,U48:V48,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B46:Z46; B48:Z48,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B46:Z46; B48:Z48
season,8,Division 7,2,JAY,GATORSFAN89,47,48,O47:P47,O48:P48,Easy=-18; Hard=-10,Easy=-13; Hard=-13,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B47:Z47; B48:Z48,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B47:Z47; B48:Z48
season,8,Division 7,3,JAY,THEREALJB,47,49,U47:V47,U49:V49,Easy=-18; Hard=-17,Easy=-16; Hard=-15,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B47:Z47; B49:Z49,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B47:Z47; B49:Z49
season,8,Division 7,1,GATORSFAN89,THEREALJB,48,49,I48:J48,I49:J49,Easy=-16; Hard=-11,Easy=-19; Hard=-11,"{""green"":1}","{""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S8,1043484971,B48:Z48; B49:Z49,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S8 / B48:Z48; B49:Z49
season,7,Division 1,1,BIGJA,SHOOTER_MCGAVIN,4,5,I4:J4,I5:J5,Easy=; Hard=,Easy=; Hard=,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B4:Z4; B5:Z5,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B4:Z4; B5:Z5
season,7,Division 1,2,BIGJA,PRINCESS_BAKSHOT,4,7,O4:P4,O7:P7,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B4:Z4; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B4:Z4; B7:Z7
season,7,Division 1,3,BIGJA,YODA5753,4,6,U4:V4,U6:V6,Easy=; Hard=,Easy=; Hard=,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B4:Z4; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B4:Z4; B6:Z6
season,7,Division 1,2,SHOOTER_MCGAVIN,YODA5753,5,6,O5:P5,O6:P6,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B5:Z5; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B5:Z5; B6:Z6
season,7,Division 1,3,SHOOTER_MCGAVIN,PRINCESS_BAKSHOT,5,7,U5:V5,U7:V7,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B5:Z5; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B5:Z5; B7:Z7
season,7,Division 1,1,YODA5753,PRINCESS_BAKSHOT,6,7,I6:J6,I7:J7,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B6:Z6; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B6:Z6; B7:Z7
season,7,Division 2,1,GUYB,TRICKYDICKY,11,12,I11:J11,I12:J12,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B11:Z11; B12:Z12,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B11:Z11; B12:Z12
season,7,Division 2,2,GUYB,PRINCESS_SPICY,11,14,O11:P11,O14:P14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B11:Z11; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B11:Z11; B14:Z14
season,7,Division 2,3,GUYB,WICKEDSHACK,11,13,U11:V11,U13:V13,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B11:Z11; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B11:Z11; B13:Z13
season,7,Division 2,2,TRICKYDICKY,WICKEDSHACK,12,13,O12:P12,O13:P13,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B12:Z12; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B12:Z12; B13:Z13
season,7,Division 2,3,TRICKYDICKY,PRINCESS_SPICY,12,14,U12:V12,U14:V14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B12:Z12; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B12:Z12; B14:Z14
season,7,Division 2,1,WICKEDSHACK,PRINCESS_SPICY,13,14,I13:J13,I14:J14,Easy=-8; Hard=-2,Easy=-17; Hard=-7,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B13:Z13; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B13:Z13; B14:Z14
season,7,Division 3,1,CHIPNPUTT,SLABDADDY,18,19,I18:J18,I19:J19,Easy=-15; Hard=-7,Easy=-13; Hard=0,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B18:Z18; B19:Z19,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B18:Z18; B19:Z19
season,7,Division 3,2,CHIPNPUTT,WAREY84,18,21,O18:P18,O21:P21,Easy=-14; Hard=-8,Easy=-10; Hard=-5,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B18:Z18; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B18:Z18; B21:Z21
season,7,Division 3,3,CHIPNPUTT,ZOEDARLIN,18,20,U18:V18,U20:V20,Easy=-16; Hard=1,Easy=-11; Hard=0,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B18:Z18; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B18:Z18; B20:Z20
season,7,Division 3,2,SLABDADDY,ZOEDARLIN,19,20,O19:P19,O20:P20,Easy=-11; Hard=-3,Easy=-7; Hard=3,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B19:Z19; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B19:Z19; B20:Z20
season,7,Division 3,3,SLABDADDY,WAREY84,19,21,U19:V19,U21:V21,Easy=-14; Hard=7,Easy=-16; Hard=0,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B19:Z19; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B19:Z19; B21:Z21
season,7,Division 3,1,ZOEDARLIN,WAREY84,20,21,I20:J20,I21:J21,Easy=-7; Hard=0,Easy=-9; Hard=-1,"{""green"":1}","{""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B20:Z20; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B20:Z20; B21:Z21
season,7,Division 4,1,KD,RACCOONS_WHISKER,25,26,I25:J25,I26:J26,Easy=-12; Hard=1,Easy=-6; Hard=-2,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B25:Z25; B26:Z26,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B25:Z25; B26:Z26
season,7,Division 4,2,KD,LAKE,25,28,O25:P25,O28:P28,Easy=-9; Hard=0,Easy=-23; Hard=-14,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B25:Z25; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B25:Z25; B28:Z28
season,7,Division 4,3,KD,SARAHLYNN727,25,27,U25:V25,U27:V27,Easy=-14; Hard=1,Easy=-9; Hard=-6,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B25:Z25; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B25:Z25; B27:Z27
season,7,Division 4,2,RACCOONS_WHISKER,SARAHLYNN727,26,27,O26:P26,O27:P27,Easy=-8; Hard=0,Easy=-9; Hard=-4,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B26:Z26; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B26:Z26; B27:Z27
season,7,Division 4,3,RACCOONS_WHISKER,LAKE,26,28,U26:V26,U28:V28,Easy=-5; Hard=-4,Easy=-21; Hard=-2,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B26:Z26; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B26:Z26; B28:Z28
season,7,Division 4,1,SARAHLYNN727,LAKE,27,28,I27:J27,I28:J28,Easy=-9; Hard=1,Easy=-24; Hard=-10,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B27:Z27; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B27:Z27; B28:Z28
season,7,Division 7,1,THEREALJB,GATORSFAN89,46,47,I46:J46,I47:J47,Easy=-13; Hard=-2,Easy=-17; Hard=-4,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S7,1837758001,B46:Z46; B47:Z47,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S7 / B46:Z46; B47:Z47
