period	period_id	status	division	division_id	leader_rows	course_tables	player_counts_per_course	observations	scored	unplayed	classification	raw_json
2025 December	301	COMPLETED	Amateur 1	26	4	8	Myst:4;Myst Hard:4;Shangri-La:4;Shangri-La - Hard:4;Venice:4;Venice - Hard:4;Viva Las Elvis:4;Viva Las Elvis - Hard:4	32	20	12	COMPLETE_DATA_RECOVERED	raw/period-301-division-26.json
2025 December	301	COMPLETED	Amateur 2	27	5	8	Myst:5;Myst Hard:5;Shangri-La:5;Shangri-La - Hard:5;Venice:5;Venice - Hard:5;Viva Las Elvis:5;Viva Las Elvis - Hard:5	40	29	11	COMPLETE_DATA_RECOVERED	raw/period-301-division-27.json
2025 November	281	COMPLETED	Amateur 1	26	9	8	Cherry Blossom:9;Cherry Blossom Hard:9;Temple at Zerzura:9;Temple at Zerzura - Hard:9;20,000 Leagues Under The Sea:9;20,000 Leagues Hard:9;Forgotten Fairyland:9;Forgotten Fairyland - Hard:9	72	72	0	COMPLETE_DATA_RECOVERED	raw/period-281-division-26.json
2025 October	261	COMPLETED	Amateur 1	26	6	8	Seagull Stacks:6;Seagull Stacks - Hard:6;Wallace & Gromit:6;Wallace & Gromit - Hard:6;8-Bit Lair:6;8-Bit Lair - Hard:6;Raptor Cliff's:6;Raptor Cliff's - Hard:6	48	29	19	COMPLETE_DATA_RECOVERED	raw/period-261-division-26.json
2025 October	261	COMPLETED	Amateur 2	27	8	8	Seagull Stacks:8;Seagull Stacks - Hard:8;Wallace & Gromit:8;Wallace & Gromit - Hard:8;8-Bit Lair:8;8-Bit Lair - Hard:8;Raptor Cliff's:8;Raptor Cliff's - Hard:8	64	31	33	COMPLETE_DATA_RECOVERED	raw/period-261-division-27.json
2025 September	241	COMPLETED	Amateur 2	27	5	8	Tourist Trap:5;Tourist Trap Hard:5;Gardens of Babylon:5;Gardens of Babylon Hard:5;Holiday Hideaway:5;Holiday Hideaway - Hard:5;Tokyo:5;Tokyo - Hard:5	40	30	10	COMPLETE_DATA_RECOVERED	raw/period-241-division-27.json
2025 August	221	COMPLETED	Amateur 1	26	11	8	El Dorado:11;El Dorado Hard:11;Atlantis:11;Atlantis Hard:11;Alfheim:11;Alfheim Hard:11;Ice Lair:11;Ice Lair - Hard:11	88	61	27	COMPLETE_DATA_RECOVERED	raw/period-221-division-26.json
