"season","division","historical_player_name","source_position","played","played_state","wins","draws","losses","points","total_strokes","course_order","course_name","score","raw_score_token","outcome","win_marker","loss_marker","draw_marker","source_workbook","source_tab","source_range","source_sha256","source_url","source_row","source_score_cell","source_score_range","source_font_color","source_era","provenance","import_status"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","1","SSH","-14","-14","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","I2","I2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","2","QVH","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","J2","J2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","3","AME","-23","-23","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","K2","K2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","4","TTE","-18","-18","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","L2","L2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","5","CBH","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","M2","M2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","6","SLE","-23","-23","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","N2","N2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","7","TSH","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","O2","O2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","8","LAB EASY","-20","-20","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","P2","P2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amberwave","1","true","PLAYED / NUMERIC","8","1","0","25","-75","9","TTH","-8","-8","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","2","Q2","Q2","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","1","SSH","-10","-10","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","I3","I3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","2","QVH","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","J3","J3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","3","AME","-22","-22","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","K3","K3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","4","TTE","-19","-19","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","L3","L3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","5","CBH","-5","-5","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","M3","M3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","6","SLE","-23","-23","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","N3","N3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","7","TSH","-2","-2","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","O3","O3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","8","LAB EASY","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","P3","P3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awkward3Sauce","2","true","PLAYED / NUMERIC","6","1","2","19","-47","9","TTH","-6","-6","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","3","Q3","Q3","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","1","SSH","-3","-3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","I4","I4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","2","QVH","-8","-8","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","J4","J4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","3","AME","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","K4","K4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","4","TTE","-14","-14","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","L4","L4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","5","CBH","-12","-12","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","M4","M4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","6","SLE","-19","-19","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","N4","N4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","7","TSH","-3","-3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","O4","O4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","8","LAB EASY","-21","-21","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","P4","P4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Awesome_Kris","3","true","PLAYED / NUMERIC","7","1","1","22","-66","9","TTH","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","4","Q4","Q4","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","1","SSH","-2","-2","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","I5","I5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","2","QVH","-1","-1","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","J5","J5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","3","AME","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","K5","K5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","4","TTE","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","L5","L5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","5","CBH","-3","-3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","M5","M5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","6","SLE","-16","-16","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","N5","N5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","7","TSH","4","4","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","O5","O5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","8","LAB EASY","-6","-6","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","P5","P5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Newsette","4","true","PLAYED / NUMERIC","2","0","7","6","-17","9","TTH","4","4","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","5","Q5","Q5","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","1","SSH","-1","-1","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","I6","I6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","2","QVH","-2","-2","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","J6","J6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","3","AME","-21","-21","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","K6","K6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","4","TTE","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","L6","L6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","5","CBH","1","1","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","M6","M6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","6","SLE","-9","-9","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","N6","N6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","7","TSH","-3","-3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","O6","O6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","8","LAB EASY","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","P6","P6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","BadWolff","5","true","PLAYED / NUMERIC","5","0","4","15","-30","9","TTH","-2","-2","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","6","Q6","Q6","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","1","SSH","-1","-1","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","I7","I7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","2","QVH","-9","-9","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","J7","J7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","3","AME","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","K7","K7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","4","TTE","-18","-18","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","L7","L7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","5","CBH","-3","-3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","M7","M7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","6","SLE","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","N7","N7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","1","Amy_Sweet","6","true","PLAYED / NUMERIC","4","0","5","12","-22","7","TSH","-5","-5","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","7","O7","O7","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
