"season","division","historical_player_name","source_position","played","played_state","wins","draws","losses","points","total_strokes","course_order","course_name","score","raw_score_token","outcome","win_marker","loss_marker","draw_marker","source_workbook","source_tab","source_range","source_sha256","source_url","source_row","source_score_cell","source_score_range","source_font_color","source_era","provenance","import_status"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","1","TTH","3","3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","K35","K35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","2","CBH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","L35","L35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","3","SSH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","M35","M35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","4","AME","-19","-19","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","N35","N35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","5","TTE","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","O35","O35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","6","QVH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","P35","P35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","7","SLE","10","10","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","Q35","Q35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","8","LAB EASY","-14","-14","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","R35","R35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Quesadilla36","10","true","PLAYED / NUMERIC","0","2","7","2","15","9","TSH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","35","S35","S35","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","1","TTH","16","16","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","K36","K36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","2","CBH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","L36","L36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","3","SSH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","M36","M36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","4","AME","-19","-19","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","N36","N36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","5","TTE","-10","-10","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","O36","O36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","6","QVH","15","15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","P36","P36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","7","SLE","-19","-19","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","Q36","Q36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","8","LAB EASY","-14","-14","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","R36","R36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","Danny C","9","true","PLAYED / NUMERIC","2","1","6","7","15","9","TSH","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","36","S36","S36","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","1","TTH","-2","-2","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","K37","K37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","2","CBH","5","5","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","L37","L37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","3","SSH","6","6","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","M37","M37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","4","AME","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","N37","N37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","5","TTE","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","O37","O37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","6","QVH","12","12","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","P37","P37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","7","SLE","-10","-10","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","Q37","Q37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","8","LAB EASY","-10","-10","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","R37","R37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","3","SpareBullet","8","true","PLAYED / NUMERIC","0","2","7","2","5","9","TSH","10","10","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","37","S37","S37","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","1","CBH","-21","-21","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","K42","K42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","2","SSH","-3","-3","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","L42","L42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","3","AME","-26","-26","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","M42","M42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","4","TTH","-7","-7","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","N42","N42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","5","TTE","-15","-15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","O42","O42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","6","QVH","-7","-7","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","P42","P42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","7","SLE","-24","-24","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","Q42","Q42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","8","LAB EASY","0","0","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","R42","R42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","StrokeLimitReached","2","true","PLAYED / NUMERIC","8","0","1","24","-21","9","TSH","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","42","S42","S42","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","1","CBH","-15","-15","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","K43","K43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","2","SSH","-13","-13","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","L43","L43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","3","AME","-22","-22","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","M43","M43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","4","TTH","-6","-6","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","N43","N43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","5","TTE","-18","-18","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","O43","O43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","6","QVH","-12","-12","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","P43","P43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","7","SLE","-22","-22","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","Q43","Q43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","8","LAB EASY","-17","-17","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","R43","R43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","KCRob","1","true","PLAYED / NUMERIC","8","0","1","24","-15","9","TSH","-9","-9","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","43","S43","S43","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","1","CBH","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","K44","K44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","2","SSH","-5","-5","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","L44","L44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","3","AME","-28","-28","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","M44","M44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","4","TTH","-9","-9","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","N44","N44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","5","TTE","-22","-22","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","O44","O44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","6","QVH","-11","-11","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","P44","P44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","7","SLE","-23","-23","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","Q44","Q44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"1","4","Rolyt","4","true","PLAYED / NUMERIC","6","0","3","18","-11","8","LAB EASY","-21","-21","","false","false","false","PAST SEASONS","S1","'S1'!A1:T54","470807255cfdc177708287d76f6fbcbbca8c142dc71c8d687601628e6a2fb78e","https://docs.google.com/spreadsheets/d/1FfwU3FeJxaG6JzRKp5kkAnRQh_orpTlifnAIyE-6UJA/edit","44","R44","R44","","legacy_9_course_aggregate_s1","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
