period	period_id	division	division_id	player	player_id	course	difficulty	old_state	new_state	old_score	new_score	classification
2025 August	221	Elite	22	PETERK9FLORIDA	8108	Atlantis	easy	BLANK/UNPLAYED	SCORED/PLAYED		-26	SOURCE CHANGED — REVIEW REQUIRED; durable prior capture was -23
