"period"	"period_id"	"division"	"division_id"	"source_player_id"	"source_player_name_old"	"source_player_name_new"	"course"	"difficulty"	"old_score_text"	"new_score_text"	"old_source_row"	"new_raw_json_sha256"
"2025 August"	"221"	"Elite"	"22"	"8108"	"PETERK9FLORIDA"	"PETERK9FLORIDA"	"Atlantis"	"easy"	""	"-23"	"1881"	"0A0DE98769A00C98A8893FCC0CB2C0883CDE310ECA9F8D8DBDB3FD8EFE7C9DEE"
