period	period_id	division	division_source_value	source_player_name_exact	source_player_id	course_game_identifier	exact_score_text	parsed_numeric_score	played_state	missing_score_state	leader_placement	evidence_filename
2026 March	361	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Original Gothic	-12	-12	scored	false	5	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Heisenberg	8388	Original Gothic	-11	-11	scored	false	6	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Bearded_Driver	8428	Original Gothic	-10	-10	scored	false	7	period-361-division-114.html
2026 March	361	Semi Pro 2	114	NuttyGrandpa	93	Original Gothic Hard	-15	-15	scored	false	2	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Audrey	8608	Original Gothic Hard	-14	-14	scored	false	3	period-361-division-114.html
2026 March	361	Semi Pro 2	114	SMILEROBIN	7589	Original Gothic Hard	-10	-10	scored	false	4	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Earthling	230	Original Gothic Hard	-9	-9	scored	false	1	period-361-division-114.html
2026 March	361	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Original Gothic Hard	-7	-7	scored	false	5	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Heisenberg	8388	Original Gothic Hard	-4	-4	scored	false	6	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Bearded_Driver	8428	Original Gothic Hard	0	0	scored	false	7	period-361-division-114.html
2026 March	361	Semi Pro 2	114	NuttyGrandpa	93	Sweetopia	-15	-15	scored	false	2	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Earthling	230	Sweetopia	-14	-14	scored	false	1	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Audrey	8608	Sweetopia	-12	-12	scored	false	3	period-361-division-114.html
2026 March	361	Semi Pro 2	114	SMILEROBIN	7589	Sweetopia	-11	-11	scored	false	4	period-361-division-114.html
2026 March	361	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Sweetopia	-7	-7	scored	false	5	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Bearded_Driver	8428	Sweetopia	-6	-6	scored	false	7	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Heisenberg	8388	Sweetopia	-5	-5	scored	false	6	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Earthling	230	Sweetopia - Hard	-13	-13	scored	false	1	period-361-division-114.html
2026 March	361	Semi Pro 2	114	NuttyGrandpa	93	Sweetopia - Hard	-10	-10	scored	false	2	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Audrey	8608	Sweetopia - Hard	-9	-9	scored	false	3	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Heisenberg	8388	Sweetopia - Hard	-6	-6	scored	false	6	period-361-division-114.html
2026 March	361	Semi Pro 2	114	SMILEROBIN	7589	Sweetopia - Hard	-1	-1	scored	false	4	period-361-division-114.html
2026 March	361	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Sweetopia - Hard	1	1	scored	false	5	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Bearded_Driver	8428	Sweetopia - Hard	7	7	scored	false	7	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Earthling	230	Laser Lair	-19	-19	scored	false	1	period-361-division-114.html
2026 March	361	Semi Pro 2	114	NuttyGrandpa	93	Laser Lair	-17	-17	scored	false	2	period-361-division-114.html
2026 March	361	Semi Pro 2	114	SMILEROBIN	7589	Laser Lair	-16	-16	scored	false	4	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Audrey	8608	Laser Lair	-16	-16	scored	false	3	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Bearded_Driver	8428	Laser Lair	-10	-10	scored	false	7	period-361-division-114.html
2026 March	361	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Laser Lair	-9	-9	scored	false	5	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Heisenberg	8388	Laser Lair	-7	-7	scored	false	6	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Earthling	230	Laser Lair - Hard	-21	-21	scored	false	1	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Audrey	8608	Laser Lair - Hard	-14	-14	scored	false	3	period-361-division-114.html
2026 March	361	Semi Pro 2	114	NuttyGrandpa	93	Laser Lair - Hard	-10	-10	scored	false	2	period-361-division-114.html
2026 March	361	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Laser Lair - Hard	-10	-10	scored	false	5	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Heisenberg	8388	Laser Lair - Hard	2	2	scored	false	6	period-361-division-114.html
2026 March	361	Semi Pro 2	114	Bearded_Driver	8428	Laser Lair - Hard	2	2	scored	false	7	period-361-division-114.html
2026 March	361	Semi Pro 2	114	SMILEROBIN	7589	Laser Lair - Hard	4	4	scored	false	4	period-361-division-114.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Arizona Modern	-19	-19	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Arizona Modern	-13	-13	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Arizona Modern	-12	-12	scored	false	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Arizona Modern			missing	true	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Arizona Modern			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Arizona Modern Hard	-15	-15	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Arizona Modern Hard	-11	-11	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Arizona Modern Hard			missing	true	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Arizona Modern Hard			missing	true	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Arizona Modern Hard			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Original Gothic	-15	-15	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Original Gothic	-13	-13	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Original Gothic			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Original Gothic			missing	true	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Original Gothic			missing	true	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Original Gothic Hard	-6	-6	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Original Gothic Hard	-6	-6	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Original Gothic Hard			missing	true	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Original Gothic Hard			missing	true	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Original Gothic Hard			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Sweetopia	-15	-15	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Sweetopia	-8	-8	scored	false	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Sweetopia	-4	-4	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Sweetopia	2	2	scored	false	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Sweetopia			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Sweetopia - Hard	-3	-3	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Sweetopia - Hard	-2	-2	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Sweetopia - Hard	10	10	scored	false	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Sweetopia - Hard			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Sweetopia - Hard			missing	true	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Laser Lair	-17	-17	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Laser Lair	-16	-16	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Laser Lair			missing	true	4	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Laser Lair			missing	true	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Laser Lair			missing	true	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Chicagobry	7125	Laser Lair - Hard	-13	-13	scored	false	5	period-361-division-115.html
2026 March	361	Semi Pro 3	115	DARLAVA	8528	Laser Lair - Hard	-7	-7	scored	false	2	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Sj_76	129	Laser Lair - Hard	3	3	scored	false	1	period-361-division-115.html
2026 March	361	Semi Pro 3	115	SHANNON_OLIVEOWL	8888	Laser Lair - Hard			missing	true	3	period-361-division-115.html
2026 March	361	Semi Pro 3	115	Woofmaster521 (Kathy)	8390	Laser Lair - Hard			missing	true	4	period-361-division-115.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	Labyrinth	-12	-12	scored	false	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	Labyrinth	-11	-11	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	Labyrinth	-11	-11	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	Labyrinth	-9	-9	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Labyrinth	-8	-8	scored	false	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	Labyrinth	-6	-6	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	Labyrinth	-3	-3	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	Labyrinth			missing	true	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Labyrinth - Hard	-9	-9	scored	false	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	Labyrinth - Hard	-7	-7	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	Labyrinth - Hard	1	1	scored	false	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	Labyrinth - Hard	1	1	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	Labyrinth - Hard	5	5	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	Labyrinth - Hard	5	5	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	Labyrinth - Hard	8	8	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	Labyrinth - Hard			missing	true	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	El Dorado	-12	-12	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	El Dorado	-11	-11	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	El Dorado	-9	-9	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	El Dorado	-9	-9	scored	false	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	El Dorado	-7	-7	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	El Dorado	-6	-6	scored	false	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	El Dorado	4	4	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	El Dorado			missing	true	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	El Dorado Hard	-8	-8	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	El Dorado Hard	-2	-2	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	El Dorado Hard	10	10	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	El Dorado Hard	12	12	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	El Dorado Hard	13	13	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	El Dorado Hard			missing	true	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	El Dorado Hard			missing	true	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	El Dorado Hard			missing	true	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	Wallace & Gromit	-17	-17	scored	false	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	Wallace & Gromit	-16	-16	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Wallace & Gromit	-14	-14	scored	false	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	Wallace & Gromit	-14	-14	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	Wallace & Gromit	-13	-13	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	Wallace & Gromit	-13	-13	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	Wallace & Gromit	-12	-12	scored	false	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	Wallace & Gromit	-11	-11	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Wallace & Gromit - Hard	-6	-6	scored	false	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	Wallace & Gromit - Hard	-5	-5	scored	false	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	Wallace & Gromit - Hard	-4	-4	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	Wallace & Gromit - Hard	-1	-1	scored	false	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	Wallace & Gromit - Hard	2	2	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	Wallace & Gromit - Hard	9	9	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	Wallace & Gromit - Hard	15	15	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	Wallace & Gromit - Hard			missing	true	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	8-Bit Lair	-13	-13	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	8-Bit Lair	-8	-8	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	8-Bit Lair	-8	-8	scored	false	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	8-Bit Lair	-5	-5	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	8-Bit Lair	-4	-4	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	8-Bit Lair	-3	-3	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	8-Bit Lair	-2	-2	scored	false	7	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	8-Bit Lair			missing	true	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	8-Bit Lair - Hard	-6	-6	scored	false	6	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Sj_76	129	8-Bit Lair - Hard	-5	-5	scored	false	1	period-381-division-114.html
2026 April	381	Semi Pro 2	114	SMILEROBIN	7589	8-Bit Lair - Hard	7	7	scored	false	3	period-381-division-114.html
2026 April	381	Semi Pro 2	114	IMJOMAMA	7552	8-Bit Lair - Hard	8	8	scored	false	4	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bearded_Driver	8428	8-Bit Lair - Hard	11	11	scored	false	2	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Heisenberg	8388	8-Bit Lair - Hard	14	14	scored	false	5	period-381-division-114.html
2026 April	381	Semi Pro 2	114	Bethann	8129	8-Bit Lair - Hard			missing	true	8	period-381-division-114.html
2026 April	381	Semi Pro 2	114	DARLAVA	8528	8-Bit Lair - Hard			missing	true	7	period-381-division-114.html
2026 April	381	Welcome	62	breezy	9249	Labyrinth	-22	-22	scored	false	2	period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	Labyrinth	-18	-18	scored	false	3	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	Labyrinth	-17	-17	scored	false	5	period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	Labyrinth	-16	-16	scored	false	1	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	Labyrinth	-8	-8	scored	false	4	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	Labyrinth			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	Labyrinth			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	Labyrinth			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	Labyrinth			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	Labyrinth			missing	true	6	period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	Labyrinth			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	Labyrinth			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	Labyrinth - Hard	-18	-18	scored	false	7	period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	Labyrinth - Hard	-17	-17	scored	false	1	period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	Labyrinth - Hard	-10	-10	scored	false	2	period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	Labyrinth - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	Labyrinth - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	Labyrinth - Hard			missing	true	6	period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	Labyrinth - Hard			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	Labyrinth - Hard			missing	true	4	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	Labyrinth - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	Labyrinth - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	Labyrinth - Hard			missing	true	3	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	Labyrinth - Hard			missing	true	5	period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	El Dorado	-23	-23	scored	false	1	period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	El Dorado	-17	-17	scored	false	3	period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	El Dorado	-14	-14	scored	false	2	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	El Dorado	-13	-13	scored	false	5	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	El Dorado	-10	-10	scored	false	4	period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	El Dorado			missing	true	6	period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	El Dorado			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	El Dorado			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	El Dorado			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	El Dorado			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	El Dorado			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	El Dorado			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	El Dorado Hard	-17	-17	scored	false	1	period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	El Dorado Hard	-10	-10	scored	false	3	period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	El Dorado Hard	0	0	scored	false	2	period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	El Dorado Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	El Dorado Hard			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	El Dorado Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	El Dorado Hard			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	El Dorado Hard			missing	true	5	period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	El Dorado Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	El Dorado Hard			missing	true	6	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	El Dorado Hard			missing	true	4	period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	El Dorado Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	Wallace & Gromit	-25	-25	scored	false	2	period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	Wallace & Gromit	-17	-17	scored	false	1	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	Wallace & Gromit	-12	-12	scored	false	5	period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	Wallace & Gromit			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	Wallace & Gromit			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	Wallace & Gromit			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	Wallace & Gromit			missing	true	4	period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	Wallace & Gromit			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	Wallace & Gromit			missing	true	3	period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	Wallace & Gromit			missing	true	6	period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	Wallace & Gromit			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	Wallace & Gromit			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	Wallace & Gromit - Hard	-13	-13	scored	false	1	period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	Wallace & Gromit - Hard	-5	-5	scored	false	2	period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	Wallace & Gromit - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	Wallace & Gromit - Hard			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	Wallace & Gromit - Hard			missing	true	4	period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	Wallace & Gromit - Hard			missing	true	6	period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	Wallace & Gromit - Hard			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	Wallace & Gromit - Hard			missing	true	5	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	Wallace & Gromit - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	Wallace & Gromit - Hard			missing	true	3	period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	Wallace & Gromit - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	Wallace & Gromit - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	8-Bit Lair	-18	-18	scored	false	3	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	8-Bit Lair	-15	-15	scored	false	4	period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	8-Bit Lair	6	6	scored	false	6	period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	8-Bit Lair			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	8-Bit Lair			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	8-Bit Lair			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	8-Bit Lair			missing	true	8	period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	8-Bit Lair			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	8-Bit Lair			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	8-Bit Lair			missing	true	1	period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	8-Bit Lair			missing	true	2	period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	8-Bit Lair			missing	true	5	period-381-division-62.html
2026 April	381	Welcome	62	Fry_Lock	8008	8-Bit Lair - Hard	-6	-6	scored	false	4	period-381-division-62.html
2026 April	381	Welcome	62	Maximus_PrimeIV	9228	8-Bit Lair - Hard	-4	-4	scored	false	8	period-381-division-62.html
2026 April	381	Welcome	62	HaphazardOak007	9148	8-Bit Lair - Hard	25	25	scored	false	6	period-381-division-62.html
2026 April	381	Welcome	62	sarahloo1971	63	8-Bit Lair - Hard			missing	true	7	period-381-division-62.html
2026 April	381	Welcome	62	Woofmaster521 (Kathy)	8390	8-Bit Lair - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	Gatorsfan89	8828	8-Bit Lair - Hard			missing	true	3	period-381-division-62.html
2026 April	381	Welcome	62	pluff	9250	8-Bit Lair - Hard			missing	true	1	period-381-division-62.html
2026 April	381	Welcome	62	Chicagobry	7125	8-Bit Lair - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	breezy	9249	8-Bit Lair - Hard			missing	true	2	period-381-division-62.html
2026 April	381	Welcome	62	SHANNON_OLIVEOWL	8888	8-Bit Lair - Hard			missing	true		period-381-division-62.html
2026 April	381	Welcome	62	ANDOFGOD	9168	8-Bit Lair - Hard			missing	true	5	period-381-division-62.html
2026 April	381	Welcome	62	Puffin	9149	8-Bit Lair - Hard			missing	true		period-381-division-62.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Quixote Valley	-10	-10	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Quixote Valley	-9	-9	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Quixote Valley	-8	-8	scored	false	2	period-401-division-114.html
