period	period_id	division	division_source_value	source_player_name_exact	source_player_id	course_game_identifier	exact_score_text	parsed_numeric_score	played_state	missing_score_state	leader_placement	evidence_filename
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Quixote Valley	-7	-7	scored	false	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Quixote Valley			missing	true	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Quixote Valley			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Quixote Valley			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Quixote Valley Hard	-5	-5	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Quixote Valley Hard	-3	-3	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Quixote Valley Hard	0	0	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Quixote Valley Hard	6	6	scored	false	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Quixote Valley Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Quixote Valley Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Quixote Valley Hard			missing	true	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Atlantis	-16	-16	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Atlantis	-16	-16	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Atlantis	-16	-16	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Atlantis	-14	-14	scored	false	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Atlantis	-14	-14	scored	false	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Atlantis			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Atlantis			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Atlantis Hard	-7	-7	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Atlantis Hard	1	1	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Atlantis Hard	6	6	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Atlantis Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Atlantis Hard			missing	true	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Atlantis Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Atlantis Hard			missing	true	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Raptor Cliff's	-10	-10	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Raptor Cliff's	-7	-7	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Raptor Cliff's	-4	-4	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Raptor Cliff's			missing	true	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Raptor Cliff's			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Raptor Cliff's			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Raptor Cliff's			missing	true	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Raptor Cliff's - Hard	0	0	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Raptor Cliff's - Hard	9	9	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Raptor Cliff's - Hard	10	10	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Raptor Cliff's - Hard			missing	true	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Raptor Cliff's - Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Raptor Cliff's - Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Raptor Cliff's - Hard			missing	true	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Tokyo	-11	-11	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Tokyo	-11	-11	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Tokyo	-8	-8	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Tokyo			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Tokyo			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Tokyo			missing	true	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Tokyo			missing	true	5	period-401-division-114.html
2026 May	401	Semi Pro 2	114	KillERBee	7173	Tokyo - Hard	-7	-7	scored	false	1	period-401-division-114.html
2026 May	401	Semi Pro 2	114	IMJOMAMA	7552	Tokyo - Hard	0	0	scored	false	2	period-401-division-114.html
2026 May	401	Semi Pro 2	114	WendyW(Wyndemere2020)	7231	Tokyo - Hard	1	1	scored	false	3	period-401-division-114.html
2026 May	401	Semi Pro 2	114	SHA_HOOF_NA	7553	Tokyo - Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	nootnootthesnek	9150	Tokyo - Hard			missing	true		period-401-division-114.html
2026 May	401	Semi Pro 2	114	DARLAVA	8528	Tokyo - Hard			missing	true	4	period-401-division-114.html
2026 May	401	Semi Pro 2	114	Heisenberg	8388	Tokyo - Hard			missing	true	5	period-401-division-114.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Quixote Valley	-11	-11	scored	false	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Quixote Valley	-6	-6	scored	false	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Quixote Valley			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Quixote Valley			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Quixote Valley			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Quixote Valley			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Quixote Valley			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Quixote Valley Hard	-16	-16	scored	false	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Quixote Valley Hard			missing	true	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Quixote Valley Hard			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Quixote Valley Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Quixote Valley Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Quixote Valley Hard			missing	true	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Quixote Valley Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Atlantis	-20	-20	scored	false	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Atlantis	-17	-17	scored	false	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Atlantis			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Atlantis			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Atlantis			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Atlantis			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Atlantis			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Atlantis Hard	-19	-19	scored	false	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Atlantis Hard	1	1	scored	false	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Atlantis Hard			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Atlantis Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Atlantis Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Atlantis Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Atlantis Hard			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Raptor Cliff's			missing	true	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Raptor Cliff's			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Raptor Cliff's			missing	true	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Raptor Cliff's			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Raptor Cliff's			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Raptor Cliff's			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Raptor Cliff's			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Raptor Cliff's - Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Raptor Cliff's - Hard			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Raptor Cliff's - Hard			missing	true	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Raptor Cliff's - Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Raptor Cliff's - Hard			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Raptor Cliff's - Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Raptor Cliff's - Hard			missing	true	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Tokyo	-6	-6	scored	false	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Tokyo			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Tokyo			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Tokyo			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Tokyo			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Tokyo			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Tokyo			missing	true	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Gatorsfan89	8828	Tokyo - Hard	-5	-5	scored	false	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Bethann	8129	Tokyo - Hard	5	5	scored	false	1	period-401-division-115.html
2026 May	401	Semi Pro 3	115	ANDOFGOD	9168	Tokyo - Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	HaphazardOak007	9148	Tokyo - Hard			missing	true		period-401-division-115.html
2026 May	401	Semi Pro 3	115	sarahloo1971	63	Tokyo - Hard			missing	true	3	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Maximus_PrimeIV	9228	Tokyo - Hard			missing	true	2	period-401-division-115.html
2026 May	401	Semi Pro 3	115	Fry_Lock	8008	Tokyo - Hard			missing	true		period-401-division-115.html
2026 May	401	Pro 3	25	leanin2it	6950	Quixote Valley	-16	-16	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Quixote Valley	-13	-13	scored	false	6	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Quixote Valley	-13	-13	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Quixote Valley	-13	-13	scored	false	9	period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Quixote Valley	-12	-12	scored	false	10	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Quixote Valley	-10	-10	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Quixote Valley	-10	-10	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Quixote Valley	-8	-8	scored	false	8	period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Quixote Valley			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Quixote Valley			missing	true	5	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Quixote Valley			missing	true	7	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Quixote Valley			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Quixote Valley Hard	-18	-18	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Quixote Valley Hard	-14	-14	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Quixote Valley Hard	-13	-13	scored	false	6	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Quixote Valley Hard	-13	-13	scored	false	7	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Quixote Valley Hard	-13	-13	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Quixote Valley Hard	-12	-12	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Quixote Valley Hard	-10	-10	scored	false	8	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Quixote Valley Hard	-10	-10	scored	false	9	period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Quixote Valley Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Quixote Valley Hard			missing	true	5	period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Quixote Valley Hard			missing	true	10	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Quixote Valley Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Atlantis	-27	-27	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Atlantis	-24	-24	scored	false	5	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Atlantis	-22	-22	scored	false	7	period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Atlantis	-20	-20	scored	false	10	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Atlantis	-19	-19	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Atlantis	-18	-18	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Atlantis	-17	-17	scored	false	8	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Atlantis	-17	-17	scored	false	9	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Atlantis	-13	-13	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Atlantis			missing	true	6	period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Atlantis			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Atlantis			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Atlantis Hard	-17	-17	scored	false	7	period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Atlantis Hard	-16	-16	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Atlantis Hard	-12	-12	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Atlantis Hard	-12	-12	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Atlantis Hard	-10	-10	scored	false	5	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Atlantis Hard	-8	-8	scored	false	9	period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Atlantis Hard	-8	-8	scored	false	10	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Atlantis Hard	-6	-6	scored	false	8	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Atlantis Hard	-4	-4	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Atlantis Hard			missing	true	6	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Atlantis Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Atlantis Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Raptor Cliff's	-24	-24	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Raptor Cliff's	-21	-21	scored	false	7	period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Raptor Cliff's	-17	-17	scored	false	5	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Raptor Cliff's	-16	-16	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Raptor Cliff's	-15	-15	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Raptor Cliff's	-14	-14	scored	false	8	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Raptor Cliff's	-12	-12	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Raptor Cliff's	-11	-11	scored	false	9	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Raptor Cliff's	-3	-3	scored	false	6	period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Raptor Cliff's			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Raptor Cliff's			missing	true	10	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Raptor Cliff's			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Raptor Cliff's - Hard	-12	-12	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Raptor Cliff's - Hard	-11	-11	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Raptor Cliff's - Hard	-11	-11	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Raptor Cliff's - Hard	-10	-10	scored	false	6	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Raptor Cliff's - Hard	-7	-7	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Raptor Cliff's - Hard	-5	-5	scored	false	8	period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Raptor Cliff's - Hard	-3	-3	scored	false	5	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Raptor Cliff's - Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Raptor Cliff's - Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Raptor Cliff's - Hard			missing	true	10	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Raptor Cliff's - Hard			missing	true	7	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Raptor Cliff's - Hard			missing	true	9	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Tokyo	-24	-24	scored	false	7	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Tokyo	-19	-19	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Tokyo	-19	-19	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Tokyo	-18	-18	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Tokyo	-18	-18	scored	false	6	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Tokyo	-17	-17	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Tokyo	-17	-17	scored	false	10	period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Tokyo	-16	-16	scored	false	5	period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Tokyo			missing	true	8	period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Tokyo			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Tokyo			missing	true	9	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Tokyo			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	leanin2it	6950	Tokyo - Hard	-17	-17	scored	false	1	period-401-division-25.html
2026 May	401	Pro 3	25	D3bb13	72	Tokyo - Hard	-9	-9	scored	false	5	period-401-division-25.html
2026 May	401	Pro 3	25	Nic79	7176	Tokyo - Hard	-8	-8	scored	false	2	period-401-division-25.html
2026 May	401	Pro 3	25	Kd	8188	Tokyo - Hard	-7	-7	scored	false	3	period-401-division-25.html
2026 May	401	Pro 3	25	BadWolff🐺	6947	Tokyo - Hard	-5	-5	scored	false	6	period-401-division-25.html
2026 May	401	Pro 3	25	musical_atv 🎻	8148	Tokyo - Hard	-4	-4	scored	false	4	period-401-division-25.html
2026 May	401	Pro 3	25	pluff	9250	Tokyo - Hard			missing	true	7	period-401-division-25.html
2026 May	401	Pro 3	25	gopats37	101	Tokyo - Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	NuttyGrandpa	93	Tokyo - Hard			missing	true	8	period-401-division-25.html
2026 May	401	Pro 3	25	ARTSY	7610	Tokyo - Hard			missing	true		period-401-division-25.html
2026 May	401	Pro 3	25	breezy	9249	Tokyo - Hard			missing	true	10	period-401-division-25.html
2026 May	401	Pro 3	25	lynniebodd	222	Tokyo - Hard			missing	true	9	period-401-division-25.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Seagull Stacks	-19	-19	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Seagull Stacks	-18	-18	scored	false	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Seagull Stacks	-12	-12	scored	false	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Seagull Stacks	-12	-12	scored	false	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Seagull Stacks			missing	true	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Seagull Stacks			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Seagull Stacks - Hard	-8	-8	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Seagull Stacks - Hard	11	11	scored	false	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Seagull Stacks - Hard			missing	true	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Seagull Stacks - Hard			missing	true	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Seagull Stacks - Hard			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Seagull Stacks - Hard			missing	true	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Bogey's Bonanza	-16	-16	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Bogey's Bonanza	-15	-15	scored	false	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Bogey's Bonanza	-14	-14	scored	false	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Bogey's Bonanza	-11	-11	scored	false	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Bogey's Bonanza			missing	true	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Bogey's Bonanza			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Bogey's Bonanza Hard	-11	-11	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Bogey's Bonanza Hard	9	9	scored	false	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Bogey's Bonanza Hard	16	16	scored	false	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Bogey's Bonanza Hard			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Bogey's Bonanza Hard			missing	true	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Bogey's Bonanza Hard			missing	true	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Journey to the Center of the Earth	-19	-19	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Journey to the Center of the Earth	-14	-14	scored	false	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Journey to the Center of the Earth	-9	-9	scored	false	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Journey to the Center of the Earth			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Journey to the Center of the Earth			missing	true	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Journey to the Center of the Earth			missing	true	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Center of the Earth - Hard	-7	-7	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Center of the Earth - Hard	-5	-5	scored	false	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Center of the Earth - Hard	3	3	scored	false	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Center of the Earth - Hard	5	5	scored	false	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Center of the Earth - Hard			missing	true	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Center of the Earth - Hard			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Alfheim	-16	-16	scored	false	1	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Bethann	8129	Alfheim	-10	-10	scored	false	4	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Heisenberg	8388	Alfheim	-6	-6	scored	false	2	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Earthling	230	Alfheim			missing	true	3	period-421-division-114.html
2026 June	421	Semi Pro 2	114	DARLAVA	8528	Alfheim			missing	true	5	period-421-division-114.html
2026 June	421	Semi Pro 2	114	Maximus_PrimeIV	9228	Alfheim			missing	true		period-421-division-114.html
2026 June	421	Semi Pro 2	114	ladytea	7408	Alfheim Hard	-18	-18	scored	false	1	period-421-division-114.html
